,searched,tconst,Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views,Simple_Title,net_year,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,productionCountries,originCountry,overview,CountryName,RuntimeMinutes
1012,Mission: Impossible - Ghost Protocol,tt1229238,Mission: Impossible - Ghost Protocol,No,,6800000,2:14,3000000,Mission: Impossible - Ghost Protocol,1000.0,movie,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,2011,132,"Action,Adventure,Thriller","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],"Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",['United States of America'],134
1026,The Karate Kid,tt0087538,The Karate Kid (1984),No,,6400000,2:07,3000000,The Karate Kid,1984.0,movie,The Karate Kid,The Karate Kid,1984,126,"Action,Drama,Family","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],"New Jersey teen Daniel LaRusso moves to Los Angeles with his mother, and soon strikes up a relationship with Ali. He quickly finds himself the target of bullying by a group of thugs, led by Ali's ex-boyfriend Johnny, who study karate at the Cobra Kai dojo under ruthless sensei John Kreese. Fortunately, Daniel befriends Mr. Miyagi, an unassuming repairman who just happens to be a martial arts master himself. Miyagi takes Daniel under his wing, training him in a more compassionate form of karate for self-defense and, later, preparing him to compete against the brutal Cobra Kai.",['United States of America'],127
1004,20th Century Girl,tt15340724,20th Century Girl // 20__ __,Yes,2022-10-21,6000000,2:01,3000000,20th Century Girl,2022.0,movie,20th Century Girl,20segi sonyeo,2022,119,"Drama,Romance","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",['KR'],"In 1999, a teen girl keeps close tabs on a boy in school on behalf of her deeply smitten best friend – then she gets swept up in a love story of her own.",['South Korea'],121
1023,That's My Boy,tt1232200,That's My Boy (2012),No,,5800000,1:55,3000000,That's My Boy,2012.0,movie,That's My Boy,That's My Boy,2012,116,"Comedy,Drama","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],"While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding.",['United States of America'],115
1014,Night School,tt6781982,Night School (2018),No,,5600000,1:51,3000000,Night School,2018.0,movie,Night School,Night School,2018,111,Comedy,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CN', 'name': 'China'}]",['US'],"Teddy Walker is a successful salesman whose life takes an unexpected turn when he accidentally blows up his place of employment. Forced to attend night school to get his GED, Teddy soon finds himself dealing with a group of misfit students, his former high school nemesis and a feisty teacher who doesn't think he's too bright.","['United States of America', 'China']",111
1019,Rifle Club,tt31188121,Rifle Club,No,,5600000,1:52,3000000,Rifle Club,1000.0,movie,Rifle Club,Rifle Club,2024,113,Action,"[{'iso_3166_1': 'IN', 'name': 'India'}]",['IN'],"A historic rifle club in the Western Ghats becomes the center of a thrilling fight for survival when a dangerous arms dealer and his gang come seeking revenge. The club’s members, skilled hunters with a shared passion, work together to protect their lives and their legacy.",['India'],112
1027,The Last Mercenary,tt12808182,The Last Mercenary // Le dernier mercenaire,Yes,2021-07-30,5600000,1:52,3000000,The Last Mercenary,2021.0,movie,The Last Mercenary,Le dernier mercenaire,2021,110,"Action,Adventure,Comedy","[{'iso_3166_1': 'FR', 'name': 'France'}]",['FR'],A legendary secret service agent comes out of hiding and returns to France to help the son he's never met get out of trouble.,['France'],112
1007,Five Nights at Freddy's,tt4589218,Five Nights at Freddy's,No,,5500000,1:49,3000000,Five Nights at Freddy's,1000.0,movie,Five Nights at Freddy's,Five Nights at Freddy's,2023,109,"Horror,Mystery,Thriller","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],"Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.",['United States of America'],109
1008,Ghost Rider,tt0259324,Ghost Rider,No,,5500000,1:50,3000000,Ghost Rider,1000.0,movie,Ghost Rider,Ghost Rider,2007,110,"Action,Fantasy,Thriller","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],"In order to save his dying father, young stunt cyclist Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.",['United States of America'],110
1013,Next Gen,tt7133686,Next Gen,Yes,2018-09-07,5300000,1:46,3000000,Next Gen,2018.0,movie,Next Gen,Next Gen,2018,106,"Action,Adventure,Animation","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","['CA', 'US']","A friendship with a top-secret robot turns a lonely girl's life into a thrilling adventure as they take on bullies, evil bots and a scheming madman.","['Canada', 'China', 'United States of America']",106
1005,Aloha,tt1243974,Aloha,No,,5200000,1:45,3000000,Aloha,1000.0,movie,Aloha,Aloha,2015,105,"Comedy,Drama,Romance","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,['United States of America'],105
1024,"The Haunted Apartment ""Miss K""",tt33047058,"The Haunted Apartment ""Miss K"" // Panggonan Wingit 2 ""Miss K""",Yes,,5200000,1:43,3000000,"The Haunted Apartment ""Miss K""",1000.0,movie,The Haunted Apartment: Miss K,Panggonan Wingit 2: Miss K,2024,103,"Horror,Thriller","[{'iso_3166_1': 'ID', 'name': 'Indonesia'}]",['ID'],"Apartment 610 holds a dark and terrifying secret: anyone who enters it will die within four days. Can Alma and her sister, Mia, escape the curse?",['Indonesia'],103
1025,The Invitation,tt12873562,The Invitation (2022),No,,5200000,1:45,3000000,The Invitation,2022.0,movie,The Invitation,The Invitation,2022,105,"Horror,Thriller","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],"After the death of her mother, Evie is approached by an unknown cousin who invites her to a lavish wedding in the English countryside. Soon, she realizes a gothic conspiracy is afoot and must fight for survival as she uncovers twisted secrets in her family’s history.",['United States of America'],105
1018,Resort to Love,tt12929990,Resort to Love,Yes,2021-07-29,5100000,1:42,3000000,Resort to Love,2021.0,movie,Resort to Love,Resort to Love,2021,101,"Comedy,Romance","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],Aspiring pop star Erica ends up as the entertainment at her ex-fiancé’s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.,['United States of America'],102
1010,Happy Feet Two,tt1402488,Happy Feet Two,No,,5000000,1:39,3000000,Happy Feet Two,1000.0,movie,Happy Feet Two,Happy Feet Two,2011,100,"Adventure,Animation,Comedy","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",['AU'],"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters the Mighty Sven — a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to bring together the penguin nations and their allies to set things right.","['Australia', 'United States of America']",99
1022,Tenor,tt15740736,Tenor // Tnor,No,,5000000,1:41,3000000,Tenor,1000.0,movie,Ténor,Ténor,2022,100,"Comedy,Drama,Music","[{'iso_3166_1': 'FR', 'name': 'France'}]",['FR'],"While working part-time as a food deliveryman, Antoine, an aspiring young rapper from the suburbs of Paris, meets Mrs. Loiseau, an eminent teacher at the Paris Opéra. Stunned by the young man's raw talent, she introduces him to the world of opera. As Antoine becomes one of Mrs. Loiseau's students, he hides his new dream from his friends and family, fearing that they won’t understand – this double life burdens him... Somewhere in between the gilded and uptight Parisian upper-class, and the harsh yet free-spirited and familiar suburbs he grew up in, Antoine will have to find his own voice.",['France'],101
1011,Kingdom: Ashin of the North,tt13412252,Kingdom: Ashin of the North // __: ___,Yes,2021-07-23,4700000,1:34,3000000,Kingdom: Ashin of the North,2021.0,tvMovie,Kingdom: Ashin of the North,Kingdom: Ashin-jeon,2021,92,"Action,Drama,Fantasy","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",['KR'],"Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family.",['South Korea'],94
1020,River Runs Red,tt5843780,River Runs Red,No,,4700000,1:34,3000000,River Runs Red,1000.0,movie,River Runs Red,River Runs Red,2018,94,"Drama,Thriller","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",['US'],"When the son of a successful judge is killed by two police officers and the system sets them free, a hardened veteran detective finds some incriminating files on the officers and the judge teams up with another mourning father to take the law into his own hands.","['United States of America', 'United Kingdom']",94
1017,Pig,tt11003218,Pig (2021),No,,4600000,1:31,3000000,Pig,2021.0,movie,Pig,Pig,2021,92,"Drama,Mystery","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],A truffle hunter who lives alone in the Oregon wilderness must visit Portland to find the mysterious person who stole his beloved foraging pig.,"['United Kingdom', 'United States of America']",91
1009,Gifted Hands: The Ben Carson Story,tt1295085,Gifted Hands: The Ben Carson Story,No,,4500000,1:30,3000000,Gifted Hands: The Ben Carson Story,1000.0,tvMovie,Gifted Hands: The Ben Carson Story,Gifted Hands: The Ben Carson Story,2009,90,"Biography,Drama","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],Gifted Hands: The Ben Carson Story is a movie based on the life story of world-renowned neurosurgeon Ben Carson from 1961 to 1987.,['United States of America'],90
1016,Non Negotiable,tt31227221,Non Negotiable // No negociable,Yes,2024-07-26,4400000,1:27,3000000,Non Negotiable,2024.0,movie,Non Negotiable,No Negociable,2024,87,"Action,Comedy,Thriller","[{'iso_3166_1': 'AR', 'name': 'Argentina'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]","['AR', 'MX']","Hostage negotiator Alan Bender is called to rescue the president from a kidnapping, only to find himself also mediating to save his wife and marriage.","['Argentina', 'Mexico']",87
1015,No One Gets Out Alive,tt13056008,No One Gets Out Alive,Yes,2021-09-29,4300000,1:27,3000000,No One Gets Out Alive,2021.0,movie,No One Gets Out Alive,No One Gets Out Alive,2021,87,"Drama,Horror,Mystery","[{'iso_3166_1': 'RO', 'name': 'Romania'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",['US'],An immigrant in search of the American dream is forced to take a room in a boarding house and soon finds herself in a nightmare from which she can't escape.,"['Romania', 'United States of America']",87
1006,Avicii - My Last Show,tt34619547,Avicii - My Last Show,No,2024-12-31,1500000,0:30,3000000,Avicii - My Last Show,2024.0,short,Avicii - My Last Show,Avicii - My Last Show,2024,30,"Music,Short","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",['SE'],"On Aug. 28, 2016, Tim Bergling, better known as Avicii, graced the stage of the Ushuaïa nightclub in Ibiza for what would be his final performance.",['Sweden'],30
1034,Fighter,tt13818368,Fighter // _____,No,,7800000,2:44,2900000,Fighter,1000.0,movie,Fighter,Fighter,2024,166,"Action,Drama","[{'iso_3166_1': 'IN', 'name': 'India'}]",['IN'],"As India faces a militant attack in Kashmir, the country’s best combat aviators join forces under a reckless yet brilliant squadron leader to form 'Air Dragons', faces mortal dangers and their inner demons.",['India'],164
1040,Kingsman: The Golden Circle,tt4649466,Kingsman: The Golden Circle,No,,6900000,2:22,2900000,Kingsman: The Golden Circle,1000.0,movie,Kingsman: The Golden Circle,Kingsman: The Golden Circle,2017,141,"Action,Adventure,Comedy","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","['GB', 'US']","When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.","['United Kingdom', 'United States of America']",142
